x,y,z
7.99,8.89,5.95
7.62,8.42,6.85
8.31,9.90,4.41
7.96,8.77,6.30
6.97,9.15,6.00
7.08,8.59,6.37
8.12,9.35,5.26
9.60,8.88,6.35
7.66,8.65,6.79
8.13,9.57,5.22
6.80,8.06,7.70
7.41,8.21,7.24
7.78,8.44,7.18
8.04,9.02,5.99
7.85,9.03,6.47
7.30,8.35,7.76
8.45,8.92,6.14
8.61,9.92,3.87
8.74,9.89,4.30
8.29,9.13,5.40
8.22,9.35,5.93
6.49,8.89,6.26
7.88,8.51,6.65
8.33,9.15,6.27
8.17,9.33,5.40
7.73,9.40,5.45
8.01,9.16,5.74
8.36,8.65,6.51
8.48,9.21,5.18
8.74,8.43,6.82
7.89,9.27,5.23
8.53,9.32,5.37
8.88,9.72,4.60
7.42,8.47,7.31
8.29,8.79,6.09
8.42,9.22,5.74
7.68,8.57,6.64
9.02,9.26,5.75
7.48,9.46,5.41
7.24,8.62,6.64
9.08,9.71,4.93
8.54,8.50,6.84
8.04,8.53,6.55
8.35,8.91,6.33
8.12,9.20,5.24
8.48,8.67,6.50
7.56,8.30,7.66
7.57,8.92,5.59
7.80,8.33,6.47
7.63,8.22,7.65
7.69,8.48,7.29
8.72,8.73,6.97
7.88,8.90,5.77
8.96,9.17,5.44
8.33,9.15,5.95
7.84,9.36,5.64
8.21,9.36,6.01
8.79,8.67,6.51
7.74,9.82,4.65
7.95,9.26,5.58
8.43,9.68,4.79
7.70,8.38,6.96
8.07,9.30,5.86
7.94,9.17,5.78
7.63,8.45,7.34
8.45,9.07,6.19
8.16,8.52,6.75
6.78,8.72,6.88
7.86,8.72,6.80
8.13,9.39,5.57
8.65,8.66,6.71
7.98,8.81,6.17
8.63,9.74,5.24
8.13,9.07,5.68
8.36,9.16,5.19
7.96,8.83,5.86
7.05,8.12,7.46
8.73,8.62,6.95
8.49,8.55,6.67
7.03,9.40,5.32
8.09,9.47,5.38
7.65,8.69,6.99
7.41,9.10,5.62
7.93,8.32,7.20
7.94,9.08,6.37
7.28,8.19,7.27
7.04,9.70,4.47
9.02,9.57,4.59
7.80,9.54,5.03
8.15,9.10,5.91
8.17,8.17,8.02
8.08,9.29,5.19
7.41,8.00,7.65
7.65,8.62,5.86
7.73,8.45,7.48
8.59,8.77,6.59
8.05,9.02,5.88
8.37,9.37,5.35
8.00,9.61,4.81
9.31,9.46,4.31
7.67,8.50,6.68
7.19,8.43,6.99
7.51,9.27,5.40
6.90,8.11,7.35
8.13,9.54,5.61
7.81,10.10,3.90
8.82,8.93,6.07
8.37,8.63,6.83
7.65,9.21,5.84
7.32,7.82,8.67
7.31,9.38,4.90
7.56,8.97,6.15
8.77,9.67,4.66
7.99,8.65,6.06
8.14,8.99,5.94
8.10,10.20,3.49
7.64,8.02,7.54
8.27,8.21,7.78
7.08,8.75,6.36
7.02,8.98,5.75
8.40,9.04,5.59
8.45,9.07,5.21
8.10,9.38,5.48
8.88,8.99,6.31
7.60,9.45,5.28
7.41,7.81,8.18
7.25,8.82,5.88
9.17,9.16,5.65
8.36,9.32,4.83
8.74,9.17,4.63
8.60,8.62,6.83
7.77,8.72,6.33
8.03,9.60,5.32
6.49,8.24,7.55
7.91,8.36,6.82
7.68,9.14,5.80
7.70,9.17,5.46
7.45,9.69,5.33
9.00,9.38,5.43
8.52,9.91,4.76
7.99,9.72,4.72
7.34,8.50,6.47
7.98,8.72,6.50
7.65,8.69,6.25
7.70,9.06,6.02
7.00,8.90,5.55
7.84,8.92,6.11
8.67,9.21,5.82
7.72,9.83,5.01
9.23,8.81,6.80
7.39,8.38,7.26
6.79,8.65,6.65
8.89,8.69,6.58
7.43,8.45,7.07
8.24,8.95,6.14
6.83,8.25,6.64
8.18,8.22,7.37
7.12,9.00,6.29
8.93,9.56,4.93
9.22,9.60,5.52
7.70,8.84,6.63
7.99,10.10,4.06
7.95,8.97,6.60
7.86,9.38,5.35
7.62,9.04,6.03
7.90,8.23,7.62
8.17,9.13,6.57
8.47,9.00,6.58
7.96,9.35,5.02
8.20,8.92,6.51
7.90,8.80,6.57
8.66,8.32,7.41
7.57,9.13,6.45
9.46,9.20,5.50
8.74,9.65,4.76
7.71,9.72,4.77
7.68,7.83,8.15
8.18,8.85,6.19
7.85,9.24,5.50
9.43,9.23,6.25
7.92,8.64,6.54
7.02,8.68,6.48
7.58,8.63,6.31
7.80,8.53,7.16
7.57,8.27,6.82
8.90,9.78,4.56
7.39,8.39,6.67
7.99,8.57,6.83
8.08,9.18,5.40
6.82,9.40,5.38
7.88,8.49,6.44
7.47,9.08,5.74
7.55,9.25,5.65
9.11,9.45,5.65
7.94,8.56,6.81
8.34,8.79,6.53
7.68,9.18,5.45
8.76,9.87,4.51
8.64,8.83,7.08
7.81,9.47,4.73
7.90,8.39,7.24
8.53,8.95,5.83
8.25,9.66,4.54
7.49,8.61,6.46
8.56,8.67,6.27
8.53,9.41,5.43
8.76,9.09,5.72
7.65,8.69,6.20
7.67,9.14,5.12
8.12,9.07,5.56
8.23,9.47,4.94
7.30,8.43,6.90
7.45,8.89,6.13
7.83,8.63,6.58
8.74,8.50,6.81
7.20,9.18,6.22
7.44,8.63,7.29
7.67,8.77,6.75
7.19,8.70,6.20
7.07,8.52,6.97
7.96,9.17,5.59
8.72,9.15,5.84
8.63,9.12,5.91
7.97,9.11,5.96
8.27,8.71,6.65
8.77,9.74,4.83
7.26,8.99,5.37
7.57,9.21,5.58
8.24,8.31,6.46
8.85,8.54,6.42
8.50,8.84,6.52
9.12,8.85,6.55
7.10,8.85,5.93
8.36,9.56,5.39
7.73,9.47,5.02
8.12,9.58,4.71
9.46,9.56,5.25
7.70,8.79,6.83
7.75,9.02,5.42
7.99,8.99,6.24
7.36,8.19,7.08
7.70,8.83,6.16
8.40,9.45,5.17
8.16,9.34,5.58
6.85,8.09,7.36
9.17,8.53,6.50
9.25,9.56,5.34
8.07,9.23,5.65
7.90,9.00,6.39
7.15,9.14,6.00
7.63,9.29,5.56
8.41,9.63,4.35
7.96,8.41,7.53
8.16,8.54,7.14
7.34,9.21,5.39
6.47,8.20,7.28
8.52,9.12,5.51
8.79,9.14,5.83
8.20,10.10,3.87
7.98,8.96,6.79
8.66,8.44,7.01
7.31,8.44,6.73
8.26,8.77,6.75
7.92,8.57,6.84
7.45,8.81,6.14
7.79,8.44,7.43
8.31,9.00,6.13
7.66,9.13,5.85
8.56,8.62,6.53
7.60,8.29,7.32
7.41,8.84,6.28
8.14,9.61,4.44
8.70,8.37,7.21
8.06,8.65,6.91
7.28,8.07,8.13
9.31,9.25,5.40
7.61,9.18,5.80
7.99,8.99,5.76
7.17,8.54,6.18
7.72,9.13,5.28
7.45,8.80,6.34
6.99,9.50,4.77
7.97,8.39,7.07
7.34,7.88,7.95
8.19,8.77,6.40
7.27,8.73,6.12
6.85,9.03,5.83
7.81,9.29,5.49
8.67,8.79,6.33
7.77,9.13,5.90
8.74,9.00,6.02
9.54,9.87,4.61
8.44,9.60,4.95
8.37,8.15,7.75
7.97,8.48,6.80
8.08,8.85,5.97
8.93,9.10,5.62
8.40,9.22,5.33
7.82,9.20,5.66
7.34,9.20,6.06
9.31,8.96,5.73
9.15,9.64,5.34
7.29,8.84,6.14
7.92,9.06,6.13
8.52,9.30,5.10
8.06,9.07,5.56
6.56,9.00,5.86
7.83,9.19,5.66
7.00,8.33,7.30
8.63,8.82,6.63
8.34,8.71,6.56
7.33,9.38,4.94
8.90,9.38,5.29
8.21,9.46,4.89
9.71,9.86,4.11
6.66,8.44,6.80
8.98,9.49,5.01
8.03,8.75,6.90
7.19,9.05,6.22
9.35,9.58,4.80
7.95,8.91,6.28
8.05,9.57,5.40
8.34,8.31,6.95
7.86,9.25,6.27
8.94,9.50,4.79
7.26,8.63,6.40
7.35,8.48,7.27
8.68,8.54,7.49
7.70,8.70,5.49
7.63,8.28,7.00
7.69,9.35,5.39
7.30,8.01,7.56
7.90,9.31,5.43
7.21,8.63,6.69
6.89,8.83,6.17
7.50,8.75,6.20
8.51,8.08,7.53
8.60,8.97,6.30
8.43,9.51,5.48
9.36,9.18,6.01
8.37,9.13,5.50
8.44,9.73,4.66
8.63,9.07,5.95
7.93,8.95,6.77
9.08,9.26,6.10
8.38,8.98,6.29
7.72,8.45,7.16
7.62,9.27,5.65
8.31,9.03,6.47
8.82,9.31,5.58
8.38,9.74,4.81
7.67,9.04,6.27
8.75,9.07,5.99
8.03,9.05,5.84
7.71,8.32,7.05
8.65,8.93,6.19
8.08,8.88,6.65
8.48,9.20,6.02
7.94,9.05,6.53
7.67,8.41,7.59
6.86,8.73,6.33
7.17,8.35,6.80
8.99,9.21,6.02
8.68,9.30,5.59
7.91,8.04,7.96
9.35,9.65,4.71
7.99,8.96,6.07
8.59,9.33,5.48
7.85,8.59,6.82
7.84,9.32,4.85
6.37,8.99,6.22
8.37,9.15,5.73
8.55,9.88,4.46
8.15,8.47,7.04
7.07,8.87,5.59
6.61,8.71,6.99
7.62,8.37,6.80
8.08,9.07,5.73
7.74,8.84,5.89
7.67,9.29,5.61
7.72,8.48,6.96
8.01,8.52,7.00
7.92,8.76,6.36
8.27,9.49,4.81
8.37,9.34,5.42
8.77,9.00,6.48
8.16,9.63,4.97
8.44,9.33,5.23
8.76,8.96,6.40
7.76,8.72,6.03
8.63,8.41,7.20
8.03,9.22,5.23
8.05,9.42,5.01
7.69,9.19,5.48
8.47,9.64,5.18
8.72,9.49,4.77
8.82,10.00,4.79
7.37,9.10,5.66
7.63,8.93,6.30
8.43,8.46,7.51
7.36,9.07,5.78
7.15,8.58,6.79
7.90,8.59,7.19
7.58,9.82,4.47
8.40,9.21,5.64
8.75,8.31,7.36
8.09,8.69,6.75
7.77,9.68,4.59
7.71,9.51,4.81
9.16,9.16,6.15
8.16,9.01,6.20
7.52,8.27,7.39
7.51,8.90,5.88
8.38,9.20,5.07
8.39,9.45,5.17
8.57,9.99,4.94
8.12,9.12,5.28
7.94,9.56,5.29
8.62,8.34,7.13
7.31,9.14,5.64
8.73,9.19,5.76
7.41,9.44,4.92
9.22,8.84,6.06
8.51,8.45,6.70
7.81,8.96,5.64
8.49,9.07,5.83
8.31,9.50,5.18
8.47,8.64,6.98
8.26,9.47,5.02
8.23,8.90,6.24
7.08,8.40,6.93
8.47,8.96,6.73
8.53,9.48,4.90
8.04,8.93,6.32
7.45,8.70,6.67
7.76,9.01,5.78
7.77,8.31,6.99
8.98,9.57,5.22
7.03,9.63,4.73
8.69,8.25,7.23
9.67,9.56,4.74
7.86,9.07,5.45
7.60,8.95,6.04
8.01,8.87,6.49
6.93,8.42,7.06
8.77,9.20,5.86
7.37,8.56,7.00
7.33,8.72,6.66
8.26,8.35,7.23
7.68,9.04,6.08
7.43,9.16,5.86
8.06,8.53,6.69
7.75,9.61,5.24
8.65,9.13,5.53
8.32,8.91,6.39
6.99,9.44,5.03
8.49,9.82,4.27
7.42,8.77,6.58
8.37,9.05,6.40
7.25,8.55,6.93
8.57,9.76,4.77
8.02,8.77,6.51
8.39,9.17,5.65
8.07,9.75,4.93
8.14,9.14,5.63
8.73,9.53,4.24
7.85,8.80,6.71
7.16,8.33,7.20
7.54,8.82,5.73
6.38,8.78,6.36
7.72,9.50,5.48
8.24,8.13,7.67
7.97,9.12,5.39
8.44,8.71,5.94
8.55,9.11,5.99
8.63,9.15,6.18
8.05,9.40,5.16
8.19,9.54,5.21
7.63,9.30,5.49
7.91,8.43,7.59
8.54,9.55,4.38
8.60,9.31,5.23
7.49,9.10,5.96
9.44,8.85,6.56
8.14,9.14,5.35
7.68,8.96,5.79
8.38,9.81,4.19
8.67,9.15,5.99
7.70,9.31,5.32
8.38,8.95,5.96
7.20,8.92,6.26
7.54,8.20,7.29
6.13,8.66,6.64
6.66,8.78,6.52
7.23,8.46,7.00
7.40,8.85,5.49
8.71,8.64,6.69
7.59,8.98,5.62
7.49,8.81,6.79
7.19,8.69,6.84
7.24,8.57,6.79
8.15,9.31,5.38
8.52,9.75,4.53
8.38,9.29,4.84
8.32,9.32,5.01
7.62,8.02,7.70
7.17,8.65,6.69
7.40,9.71,4.82
8.44,8.26,7.61
7.31,8.62,6.92
7.88,8.23,7.91
7.92,9.75,4.50
7.60,8.37,6.93
6.56,8.37,7.45
9.35,9.60,4.93
7.34,8.19,7.12
7.64,8.96,5.95
7.70,8.20,7.64
7.87,9.06,6.31
8.28,9.36,5.95
7.84,8.38,6.80
9.15,8.93,5.89
8.83,9.56,4.91
7.02,8.95,5.97
8.39,9.00,6.11
7.77,9.17,6.22
7.47,8.73,6.83
7.60,9.16,5.12
8.31,8.58,6.65
7.43,8.54,6.34
8.21,9.73,4.45
8.21,9.63,5.10
8.01,9.90,4.75
8.81,9.42,5.23
7.91,8.70,6.51
8.25,8.65,6.95
7.84,9.26,5.86
7.89,8.97,5.79
7.43,8.66,6.65
8.57,9.34,5.19
8.53,8.20,7.31
8.79,8.80,5.98
7.90,8.83,6.35
7.91,9.32,5.53
8.84,8.93,6.45
7.26,8.47,6.63
7.88,9.06,5.31
8.59,8.44,7.18
7.61,9.59,4.41
8.16,9.41,5.04
8.17,9.06,6.56
9.22,9.24,6.53
7.98,9.28,5.62
7.59,8.97,6.30
7.51,8.39,6.81
8.53,8.79,6.35
8.01,9.51,4.65
9.25,9.33,5.74
7.71,9.79,4.65
8.15,8.33,7.27
8.08,8.95,6.01
7.15,8.36,6.95
7.46,7.66,8.80
7.92,9.55,4.86
6.95,9.09,5.43
7.23,8.73,6.68
8.39,9.13,5.58
7.01,8.69,6.43
7.90,8.73,6.26
8.26,9.08,5.73
8.34,10.00,4.20
6.51,8.22,7.76
8.18,8.56,7.01
8.71,8.74,6.53
9.06,8.85,6.37
9.28,9.50,5.13
8.01,8.84,6.22
8.21,9.77,4.29
9.02,9.10,5.69
8.09,8.80,6.37
7.05,8.49,6.88
8.08,8.57,6.85
8.01,9.31,5.41
7.70,9.22,5.59
8.83,8.39,7.00
7.42,8.81,6.52
8.08,8.64,7.08
8.83,9.31,5.52
9.42,9.28,5.55
8.41,8.69,6.52
8.52,10.10,4.00
8.71,9.46,5.12
7.46,9.20,6.13
8.96,8.87,6.72
7.53,9.32,4.89
7.79,9.22,5.65
8.21,8.50,6.78
8.35,8.54,6.88
7.94,9.16,5.56
8.16,9.13,5.63
6.41,8.82,6.37
7.82,8.48,6.49
7.84,8.74,6.96
7.40,9.21,5.92
8.48,8.67,6.58
7.62,8.29,6.42
8.64,9.54,5.06
7.27,8.77,6.53
8.22,9.07,6.05
8.08,9.30,6.03
7.49,8.91,6.24
8.77,8.76,6.34
7.26,8.98,5.66
8.68,9.88,4.14
8.64,9.59,5.25
7.75,9.44,4.99
8.45,9.36,5.50
8.60,9.27,5.97
7.55,8.86,5.82
7.20,8.95,5.94
8.16,9.60,4.98
7.24,8.82,6.45
7.38,8.99,6.17
7.68,9.20,5.79
7.59,8.79,6.57
7.74,9.31,5.12
8.04,9.17,6.08
8.42,8.71,6.84
8.62,9.36,4.97
7.21,8.64,6.60
8.58,9.78,4.71
7.77,9.25,5.62
7.75,9.11,5.80
7.91,8.65,6.28
8.30,8.65,7.18
7.32,9.06,5.27
7.65,8.69,6.60
8.39,9.42,5.42
7.49,9.70,4.72
8.74,8.93,6.15
8.60,8.23,7.84
8.95,8.72,6.38
7.82,9.01,6.59
8.74,9.37,5.10
8.05,9.52,4.64
7.86,8.39,6.90
8.31,8.65,6.32
6.57,9.05,5.84
7.92,8.89,5.65
8.14,8.91,6.37
7.70,9.60,4.59
7.60,8.48,6.81
8.62,9.48,5.25
8.19,9.37,4.93
7.93,8.65,6.59
7.62,8.12,8.05
7.39,8.96,6.32
8.71,9.65,4.55
8.44,9.55,5.14
6.36,7.71,7.72
8.84,9.07,5.53
7.08,9.01,6.26
7.54,9.39,5.18
8.41,9.00,5.55
7.95,8.60,7.03
7.00,8.92,5.80
6.86,9.30,5.21
8.19,8.95,5.94
7.81,8.63,6.49
8.32,9.33,5.45
7.52,8.87,6.47
8.47,9.01,6.55
7.75,8.60,7.00
7.88,9.31,4.56
6.94,8.88,6.63
7.25,8.66,6.83
8.77,9.17,5.64
7.57,9.15,5.63
8.66,8.79,6.76
7.11,8.37,7.43
8.15,9.45,4.97
8.75,8.88,6.22
9.48,8.99,5.97
7.32,9.17,5.55
8.55,8.60,6.64
7.24,7.79,8.00
8.34,9.36,5.51
7.50,9.22,5.37
6.89,8.93,6.12
7.35,9.26,5.21
9.10,9.72,5.00
8.30,9.34,5.23
9.35,9.33,5.11
7.79,8.98,6.65
8.20,9.15,5.56
7.31,9.26,5.04
7.79,8.66,6.15
8.69,8.24,6.66
8.27,9.32,5.58
8.02,8.66,7.12
7.49,9.29,5.14
8.41,9.21,4.97
8.51,8.75,6.34
8.21,8.54,6.24
7.25,8.56,6.42
8.33,9.35,5.42
7.96,9.00,6.09
7.43,8.80,6.21
7.91,9.04,5.41
8.20,9.32,5.71
9.11,9.20,5.50
7.92,8.61,6.50
7.60,9.28,5.75
6.95,8.85,6.13
7.05,9.30,5.62
8.45,8.30,7.64
8.87,8.89,6.25
8.42,9.17,5.82
7.88,10.10,4.43
7.62,8.26,7.63
8.72,8.54,6.84
7.99,8.77,6.14
7.08,8.68,6.48
8.25,9.02,5.83
8.15,8.99,5.32
8.48,8.36,7.08
7.68,8.86,6.45
7.77,9.50,5.46
7.85,9.51,5.22
8.02,9.13,5.69
7.15,8.42,7.02
8.43,8.81,6.27
8.63,9.30,5.60
7.99,9.23,5.55
8.20,7.93,7.89
8.39,8.84,6.28
7.87,8.82,6.30
7.52,9.43,4.91
8.57,8.74,6.71
7.01,7.66,8.65
7.45,9.53,4.75
8.03,8.64,6.99
9.12,9.20,5.63
7.84,8.68,6.52
7.57,9.37,5.62
8.17,8.74,6.31
7.99,9.35,5.24
9.14,9.44,5.20
7.41,9.96,4.65
7.69,9.53,5.29
7.81,9.08,6.15
7.93,9.05,6.16
7.53,8.63,6.71
7.93,9.55,4.37
7.47,8.93,6.40
8.58,8.84,6.35
8.22,9.04,5.88
8.11,8.57,6.81
8.33,9.82,4.90
8.33,8.55,7.31
8.03,8.89,6.61
8.37,9.18,5.59
8.02,8.76,6.55
9.15,9.76,5.12
7.60,9.17,5.44
7.89,8.51,7.43
8.02,8.78,6.56
6.95,8.78,6.32
7.57,9.35,5.75
7.92,8.47,6.71
7.91,8.86,6.16
9.11,9.29,5.54
8.01,8.48,7.21
9.01,8.87,5.66
8.58,9.11,5.41
8.53,8.84,6.39
8.59,9.13,5.84
7.93,9.02,6.13
7.92,9.35,5.23
8.47,8.61,6.96
8.59,9.36,5.56
7.55,8.86,6.25
8.68,10.50,2.93
8.55,8.82,6.22
8.40,9.11,6.14
7.58,8.63,6.87
7.33,8.11,7.37
8.65,9.02,6.01
7.71,8.11,7.55
8.69,8.59,6.73
8.88,10.10,4.55
7.39,9.27,5.45
7.86,8.99,6.11
7.72,9.33,5.28
8.65,8.71,6.89
8.37,9.10,6.36
7.71,8.57,6.16
9.17,8.73,6.89
7.60,9.08,5.66
7.37,8.34,7.66
7.56,8.26,7.25
7.59,8.61,6.96
9.49,10.00,4.31
7.39,8.09,7.46
7.94,8.94,6.21
7.70,9.27,5.79
9.49,8.72,6.32
8.85,9.29,5.45
8.37,8.88,6.06
7.81,8.41,6.41
7.69,8.78,6.76
7.34,8.85,6.00
8.45,9.38,5.01
8.38,9.16,5.15
7.37,9.01,5.44
7.05,8.88,6.49
8.98,9.32,5.46
8.20,9.33,6.23
7.08,9.60,4.84
7.65,9.03,5.41
8.59,9.49,4.88
8.15,8.58,6.43
8.25,9.37,4.85
7.77,9.27,5.17
8.35,9.13,5.51
8.86,9.69,4.99
7.52,9.38,4.96
8.36,9.12,5.70
6.30,8.89,5.35
8.45,8.96,6.02
7.63,8.94,6.78
7.22,9.02,6.18
8.03,8.94,6.18
7.69,9.40,5.31
7.79,8.72,6.88
7.47,8.40,6.81
7.96,7.98,7.92
7.63,9.21,5.77
8.36,8.42,6.75
8.63,9.02,5.92
7.86,8.76,6.77
7.20,8.65,6.68
7.56,8.89,6.53
8.59,9.32,5.37
8.75,9.31,5.29
7.77,9.32,5.19
8.40,9.16,5.46
7.46,9.07,5.39
8.15,8.75,6.76
7.83,8.34,6.81
8.67,8.62,6.22
7.40,8.81,6.35
7.62,9.16,6.12
8.11,8.80,6.43
7.03,8.97,6.31
6.93,8.39,7.59
8.63,8.58,6.33
8.83,8.78,6.41
8.54,8.78,6.29
8.36,9.14,5.96
8.06,8.73,6.72
8.35,8.65,7.32
7.83,8.63,6.75
8.85,9.01,6.04
7.41,8.96,6.03
7.02,8.98,6.46
8.38,9.17,5.50
7.05,9.29,5.44
7.49,9.08,6.00
7.76,8.96,6.26
8.92,9.57,4.17
7.47,7.75,7.53
7.95,8.98,6.17
8.93,9.32,5.67
7.99,8.49,6.51
7.37,8.89,6.12
8.39,8.47,7.35
8.09,8.80,6.41
8.44,9.46,5.54
8.14,9.75,4.80
8.24,10.10,3.99
7.82,9.56,4.95
7.38,8.41,6.92
9.39,9.71,4.60
7.63,9.02,6.07
5.73,7.85,8.49
7.75,9.18,6.05
9.10,8.47,6.60
7.86,9.87,4.33
7.89,9.05,5.78
8.29,9.38,5.10
8.44,9.31,5.54
7.74,8.88,6.15
7.53,8.80,5.91
9.32,9.09,6.05
7.38,9.00,6.12
7.52,8.02,8.28
7.93,8.41,7.48
8.82,8.70,6.56
8.13,9.64,4.95
9.28,8.89,6.43
7.42,8.89,6.71
8.19,8.67,6.40
8.33,8.29,7.72
8.67,9.47,5.13
7.88,8.24,7.21
8.02,9.64,5.14
8.23,9.00,5.97
8.75,9.65,4.85
7.63,9.27,5.08
7.98,8.68,6.31
8.95,10.00,3.98
6.90,7.93,7.86
8.67,9.25,5.66
7.25,9.46,5.27
7.64,9.87,4.25
7.99,8.63,6.84
7.40,8.30,6.91
7.02,8.37,7.63
7.42,8.92,5.70
7.75,9.92,4.09
8.49,8.78,6.40
6.69,8.32,7.43
7.27,8.84,6.06
8.78,9.57,5.07
8.68,8.79,6.25
8.81,8.93,6.20
8.06,9.18,5.91
7.57,9.53,4.59
8.62,9.98,4.02
7.68,9.63,5.15
7.50,9.02,5.88
5.39,8.51,9.49
6.11,11.70,6.15
9.74,10.50,6.88
8.46,7.62,6.97
9.97,9.28,6.67
10.40,8.83,5.34
8.37,9.84,2.54
7.71,7.59,4.30
7.36,3.47,4.32
10.30,8.07,9.31
7.68,5.91,7.64
8.94,6.64,6.86
7.00,11.00,5.43
10.90,9.02,9.08
9.93,9.37,6.14
7.50,8.72,8.13
6.49,9.01,1.93
6.11,7.68,7.05
5.04,7.00,5.46
5.33,5.94,8.07
6.46,9.49,8.69
8.93,6.58,5.34
8.61,11.30,7.38
8.77,8.71,5.17
6.24,8.12,7.79
8.08,7.75,7.58
8.00,10.70,4.52
9.70,9.29,6.89
9.57,6.19,6.83
10.40,6.92,4.73
8.88,10.30,5.21
10.40,10.10,6.67
5.90,10.50,6.81
6.24,9.21,8.52
9.69,8.16,5.42
3.54,9.44,8.90
9.13,4.83,6.48
8.93,5.68,5.16
9.21,7.52,6.09
10.20,6.58,7.76
10.10,5.92,2.66
9.22,5.66,2.38
8.23,3.97,3.46
9.51,3.81,2.55
8.27,5.37,3.62
9.93,5.52,2.26
8.21,4.04,3.31
9.22,5.20,2.50
8.99,5.10,2.57
9.28,5.77,3.03
9.18,5.57,3.83
8.37,2.87,2.52
9.51,5.59,3.57
8.83,5.48,3.52
9.51,5.43,3.60
8.44,4.81,4.21
9.26,6.50,4.70
8.91,4.08,3.18
8.66,5.21,3.01
8.53,4.57,2.97
9.58,4.85,2.60
9.30,5.52,3.77
8.45,4.79,3.45
8.93,4.84,3.06
8.72,4.52,3.34
9.12,5.24,2.86
9.27,6.54,2.82
8.91,5.15,3.21
9.08,4.57,2.67
9.90,5.23,2.03
8.68,4.19,2.68
8.39,4.91,3.60
8.97,4.83,2.66
9.13,5.03,2.86
9.75,4.19,1.66
7.96,4.00,3.15
7.92,4.19,4.31
9.63,4.96,2.98
8.25,5.15,4.23
8.82,4.77,3.74
8.57,5.86,4.32
9.90,6.44,3.02
9.99,4.84,1.50
8.85,2.93,1.86
8.63,4.19,3.09
8.13,4.75,4.48
8.28,5.96,4.35
8.21,5.80,3.99
7.99,4.03,3.43
8.52,4.02,2.97
9.02,5.35,3.53
7.33,2.69,3.91
9.13,4.00,3.77
8.24,3.95,2.60
9.35,4.87,2.53
8.14,2.73,2.27
8.18,4.66,3.07
9.39,5.67,2.75
7.99,4.35,3.30
9.58,6.11,2.70
8.75,3.38,2.22
8.93,5.18,3.05
8.20,5.36,3.36
8.51,4.52,3.28
8.27,5.24,3.33
7.92,5.35,4.10
8.34,5.17,3.96
9.10,4.56,2.26
9.59,4.85,2.10
8.32,3.82,3.05
8.93,5.12,3.08
8.39,4.80,3.21
9.54,5.96,2.80
8.19,3.88,2.47
9.73,5.93,2.73
8.55,4.08,3.12
10.30,6.34,2.79
9.45,6.00,3.81
8.42,4.80,3.31
7.71,3.85,3.50
7.85,6.02,4.66
10.10,6.11,2.05
10.00,5.45,2.64
9.46,6.62,3.19
9.40,5.85,3.61
10.70,5.53,1.76
9.50,5.08,2.61
9.36,6.75,3.74
8.97,5.60,3.63
8.71,4.16,3.02
8.93,5.05,3.77
9.29,4.22,2.18
9.33,6.39,3.05
8.59,4.42,3.61
9.55,6.10,2.18
8.63,3.81,2.60
8.95,4.36,3.19
8.94,4.79,2.38
9.32,5.85,3.92
9.18,5.26,3.64
10.70,5.92,1.75
10.20,6.85,2.34
9.24,5.45,2.53
9.89,5.59,2.67
8.74,5.10,4.56
9.62,5.17,2.93
8.46,3.39,2.88
8.14,3.75,3.27
8.65,5.36,3.21
7.82,2.94,3.13
8.93,4.62,3.52
9.88,6.31,2.52
9.33,4.80,2.53
9.48,5.17,2.35
9.49,5.22,2.38
9.30,4.41,2.28
8.57,4.99,2.78
8.41,5.68,3.76
8.32,3.95,3.97
9.28,6.64,3.94
9.73,5.07,1.13
9.42,4.60,1.50
9.87,5.69,2.69
9.47,6.05,2.79
10.10,6.54,3.93
9.76,5.62,1.58
8.82,4.43,2.87
7.97,4.56,3.78
9.59,4.77,2.45
8.93,4.71,3.01
8.84,5.09,2.89
7.72,4.04,3.49
7.60,3.30,3.45
9.30,5.97,3.48
9.40,5.81,2.92
9.33,5.21,2.81
8.68,4.83,3.23
8.30,4.30,3.98
10.30,6.72,2.71
9.23,4.88,2.58
10.10,5.54,2.48
7.76,4.12,4.05
8.06,4.52,3.23
7.90,4.36,3.73
9.31,3.72,1.15
9.03,4.93,2.64
9.11,4.71,2.35
8.64,5.93,4.30
8.07,3.88,3.63
9.51,4.71,2.17
8.14,3.85,2.72
11.10,5.88,1.00
8.75,5.17,3.51
9.47,5.10,2.10
9.93,5.43,2.51
8.40,5.31,3.81
8.55,3.75,2.87
9.64,5.97,1.78
9.48,5.58,3.31
10.00,5.75,2.60
8.80,4.86,3.19
8.70,5.55,4.87
8.50,5.52,3.59
7.98,3.43,2.50
8.25,3.66,2.38
8.40,5.60,3.19
8.48,4.51,4.29
8.28,5.00,3.46
8.19,4.45,3.67
9.26,5.47,2.18
7.26,3.51,4.06
8.27,5.68,3.92
9.82,4.30,2.61
9.07,4.98,4.01
8.96,4.94,3.77
8.03,3.29,3.04
9.32,4.17,2.00
7.29,3.89,3.81
8.54,4.73,3.29
8.54,4.25,3.29
8.33,5.21,4.03
9.36,5.20,2.75
9.19,5.70,2.72
8.32,5.93,3.22
8.39,4.73,4.55
9.23,5.92,3.64
8.97,4.37,2.86
9.60,4.92,2.17
9.09,5.73,5.02
9.10,5.35,3.23
10.80,6.11,2.44
8.56,4.16,2.95
8.42,4.42,3.25
8.82,4.66,3.24
